id,COL,DEPT,CRN,CRS_NO,TITLE,SECT,TYPE_,CAMP,ENROL,INSTR_ID,INSTRUCTOR,EXAM_DATE,COURSE_TYPE,COURSE_CLASS,time_slot
36,3,FNEC,23803,308438,Seminar in Finance & Banking,51,LEC,MAW,16,102009,Abdus Sabur  Mollah,02/05/2024,General,Year4,08:30AM - 10:30AM
87,2,ENGL,23108,202121,English For Medical Sciences 1,78,LEC,MDM,80,101151,Myssan Sameer Al laysy Stouhi,02/05/2024,Uni_Requirement,Year1,11:00AM - 13:00PM
88,2,ENGL,20145,202121,English For Medical Sciences 1,72,LEC,MDM,41,10669,Inaam  Hamadi,02/05/2024,Uni_Requirement,Year1,11:00AM - 13:00PM
113,15,COSC,21613,1501101,Introduction to IT(Arabic),1,LEB,MAM,41,102076,Maged Abdelkhalek Elsayed Mohamed Elsheshtawy,02/05/2024,General,Year1,11:00AM - 13:00PM
187,2,SOCI,20968,204331,Social Problems,51,LEC,MAW,75,101967,Asma Hamdan Mohamed Ahmed Alsaadi,02/05/2024,General,Year3,13:30PM - 15:30PM
198,2,ENGL,20651,202112,English for Academic Purposes,20K,LEC,UOS,0,,  ,02/05/2024,Uni_Requirement,Year1,16:00PM - 18:00PM
203,2,ENGL,20109,202112,English for Academic Purposes,14F,LEC,UOS,64,10662,Dana Aziz Khalil,02/05/2024,Uni_Requirement,Year1,16:00PM - 18:00PM
385,15,COSC,21702,1501101,Introduction to IT(Arabic),53,LEB,MAW,40,102063,Mo'ath Mazin Faleh Mheidat,02/05/2024,General,Year1,11:00AM - 13:00PM
387,15,COSC,21614,1501101,Introduction to IT(Arabic),2,LEB,MAM,38,101514,Nasr Mohamed Abdalla Mohamed,02/05/2024,General,Year1,11:00AM - 13:00PM
487,2,ENGL,20664,202112,English for Academic Purposes,16B,LEC,UOS,60,101224,Nada Mohamed Abdalla Al Hammadi,02/05/2024,Uni_Requirement,Year1,16:00PM - 18:00PM
494,2,ENGL,20087,202112,English for Academic Purposes,21G,LEC,UOS,24,10720,Suheir Mustafa Abu Hantash,02/05/2024,Uni_Requirement,Year1,16:00PM - 18:00PM
573,2,ENGL,20880,202112,English for Academic Purposes,24K,LEC,UOS,41,101153,Samer Omar Jarbou,02/05/2024,Uni_Requirement,Year1,16:00PM - 18:00PM
